"","WinRate","PickRate","tier"
"1",0.4,0,"A"
"2",0.4,0.0263157894736842,"A"
"3",0.4,0.0526315789473684,"A"
"4",0.4,0.0789473684210526,"A"
"5",0.4,0.105263157894737,"A"
"6",0.4,0.131578947368421,"A"
"7",0.4,0.157894736842105,"A"
"8",0.4,0.184210526315789,"S"
"9",0.4,0.210526315789474,"S"
"10",0.4,0.236842105263158,"S"
"11",0.4,0.263157894736842,"S"
"12",0.4,0.289473684210526,"S"
"13",0.4,0.315789473684211,"S"
"14",0.4,0.342105263157895,"S"
"15",0.4,0.368421052631579,"S"
"16",0.4,0.394736842105263,"S"
"17",0.4,0.421052631578947,"S"
"18",0.4,0.447368421052632,"S"
"19",0.4,0.473684210526316,"S"
"20",0.4,0.5,"S"
"21",0.406896551724138,0,"A"
"22",0.406896551724138,0.0263157894736842,"A"
"23",0.406896551724138,0.0526315789473684,"A"
"24",0.406896551724138,0.0789473684210526,"A"
"25",0.406896551724138,0.105263157894737,"A"
"26",0.406896551724138,0.131578947368421,"A"
"27",0.406896551724138,0.157894736842105,"A"
"28",0.406896551724138,0.184210526315789,"S"
"29",0.406896551724138,0.210526315789474,"S"
"30",0.406896551724138,0.236842105263158,"S"
"31",0.406896551724138,0.263157894736842,"S"
"32",0.406896551724138,0.289473684210526,"S"
"33",0.406896551724138,0.315789473684211,"S"
"34",0.406896551724138,0.342105263157895,"S"
"35",0.406896551724138,0.368421052631579,"S"
"36",0.406896551724138,0.394736842105263,"S"
"37",0.406896551724138,0.421052631578947,"S"
"38",0.406896551724138,0.447368421052632,"S"
"39",0.406896551724138,0.473684210526316,"S"
"40",0.406896551724138,0.5,"S"
"41",0.413793103448276,0,"A"
"42",0.413793103448276,0.0263157894736842,"A"
"43",0.413793103448276,0.0526315789473684,"A"
"44",0.413793103448276,0.0789473684210526,"A"
"45",0.413793103448276,0.105263157894737,"A"
"46",0.413793103448276,0.131578947368421,"A"
"47",0.413793103448276,0.157894736842105,"A"
"48",0.413793103448276,0.184210526315789,"S"
"49",0.413793103448276,0.210526315789474,"S"
"50",0.413793103448276,0.236842105263158,"S"
"51",0.413793103448276,0.263157894736842,"S"
"52",0.413793103448276,0.289473684210526,"S"
"53",0.413793103448276,0.315789473684211,"S"
"54",0.413793103448276,0.342105263157895,"S"
"55",0.413793103448276,0.368421052631579,"S"
"56",0.413793103448276,0.394736842105263,"S"
"57",0.413793103448276,0.421052631578947,"S"
"58",0.413793103448276,0.447368421052632,"S"
"59",0.413793103448276,0.473684210526316,"S"
"60",0.413793103448276,0.5,"S"
"61",0.420689655172414,0,"A"
"62",0.420689655172414,0.0263157894736842,"A"
"63",0.420689655172414,0.0526315789473684,"A"
"64",0.420689655172414,0.0789473684210526,"A"
"65",0.420689655172414,0.105263157894737,"A"
"66",0.420689655172414,0.131578947368421,"A"
"67",0.420689655172414,0.157894736842105,"A"
"68",0.420689655172414,0.184210526315789,"S"
"69",0.420689655172414,0.210526315789474,"S"
"70",0.420689655172414,0.236842105263158,"S"
"71",0.420689655172414,0.263157894736842,"S"
"72",0.420689655172414,0.289473684210526,"S"
"73",0.420689655172414,0.315789473684211,"S"
"74",0.420689655172414,0.342105263157895,"S"
"75",0.420689655172414,0.368421052631579,"S"
"76",0.420689655172414,0.394736842105263,"S"
"77",0.420689655172414,0.421052631578947,"S"
"78",0.420689655172414,0.447368421052632,"S"
"79",0.420689655172414,0.473684210526316,"S"
"80",0.420689655172414,0.5,"S"
"81",0.427586206896552,0,"A"
"82",0.427586206896552,0.0263157894736842,"A"
"83",0.427586206896552,0.0526315789473684,"A"
"84",0.427586206896552,0.0789473684210526,"A"
"85",0.427586206896552,0.105263157894737,"A"
"86",0.427586206896552,0.131578947368421,"A"
"87",0.427586206896552,0.157894736842105,"A"
"88",0.427586206896552,0.184210526315789,"S"
"89",0.427586206896552,0.210526315789474,"S"
"90",0.427586206896552,0.236842105263158,"S"
"91",0.427586206896552,0.263157894736842,"S"
"92",0.427586206896552,0.289473684210526,"S"
"93",0.427586206896552,0.315789473684211,"S"
"94",0.427586206896552,0.342105263157895,"S"
"95",0.427586206896552,0.368421052631579,"S"
"96",0.427586206896552,0.394736842105263,"S"
"97",0.427586206896552,0.421052631578947,"S"
"98",0.427586206896552,0.447368421052632,"S"
"99",0.427586206896552,0.473684210526316,"S"
"100",0.427586206896552,0.5,"S"
"101",0.43448275862069,0,"A"
"102",0.43448275862069,0.0263157894736842,"A"
"103",0.43448275862069,0.0526315789473684,"A"
"104",0.43448275862069,0.0789473684210526,"A"
"105",0.43448275862069,0.105263157894737,"A"
"106",0.43448275862069,0.131578947368421,"A"
"107",0.43448275862069,0.157894736842105,"A"
"108",0.43448275862069,0.184210526315789,"S"
"109",0.43448275862069,0.210526315789474,"S"
"110",0.43448275862069,0.236842105263158,"S"
"111",0.43448275862069,0.263157894736842,"S"
"112",0.43448275862069,0.289473684210526,"S"
"113",0.43448275862069,0.315789473684211,"S"
"114",0.43448275862069,0.342105263157895,"S"
"115",0.43448275862069,0.368421052631579,"S"
"116",0.43448275862069,0.394736842105263,"S"
"117",0.43448275862069,0.421052631578947,"S"
"118",0.43448275862069,0.447368421052632,"S"
"119",0.43448275862069,0.473684210526316,"S"
"120",0.43448275862069,0.5,"S"
"121",0.441379310344828,0,"A"
"122",0.441379310344828,0.0263157894736842,"A"
"123",0.441379310344828,0.0526315789473684,"A"
"124",0.441379310344828,0.0789473684210526,"A"
"125",0.441379310344828,0.105263157894737,"A"
"126",0.441379310344828,0.131578947368421,"A"
"127",0.441379310344828,0.157894736842105,"A"
"128",0.441379310344828,0.184210526315789,"S"
"129",0.441379310344828,0.210526315789474,"S"
"130",0.441379310344828,0.236842105263158,"S"
"131",0.441379310344828,0.263157894736842,"S"
"132",0.441379310344828,0.289473684210526,"S"
"133",0.441379310344828,0.315789473684211,"S"
"134",0.441379310344828,0.342105263157895,"S"
"135",0.441379310344828,0.368421052631579,"S"
"136",0.441379310344828,0.394736842105263,"S"
"137",0.441379310344828,0.421052631578947,"S"
"138",0.441379310344828,0.447368421052632,"S"
"139",0.441379310344828,0.473684210526316,"S"
"140",0.441379310344828,0.5,"S"
"141",0.448275862068966,0,"A"
"142",0.448275862068966,0.0263157894736842,"A"
"143",0.448275862068966,0.0526315789473684,"A"
"144",0.448275862068966,0.0789473684210526,"A"
"145",0.448275862068966,0.105263157894737,"A"
"146",0.448275862068966,0.131578947368421,"A"
"147",0.448275862068966,0.157894736842105,"A"
"148",0.448275862068966,0.184210526315789,"S"
"149",0.448275862068966,0.210526315789474,"S"
"150",0.448275862068966,0.236842105263158,"S"
"151",0.448275862068966,0.263157894736842,"S"
"152",0.448275862068966,0.289473684210526,"S"
"153",0.448275862068966,0.315789473684211,"S"
"154",0.448275862068966,0.342105263157895,"S"
"155",0.448275862068966,0.368421052631579,"S"
"156",0.448275862068966,0.394736842105263,"S"
"157",0.448275862068966,0.421052631578947,"S"
"158",0.448275862068966,0.447368421052632,"S"
"159",0.448275862068966,0.473684210526316,"S"
"160",0.448275862068966,0.5,"S"
"161",0.455172413793103,0,"A"
"162",0.455172413793103,0.0263157894736842,"A"
"163",0.455172413793103,0.0526315789473684,"A"
"164",0.455172413793103,0.0789473684210526,"A"
"165",0.455172413793103,0.105263157894737,"A"
"166",0.455172413793103,0.131578947368421,"A"
"167",0.455172413793103,0.157894736842105,"A"
"168",0.455172413793103,0.184210526315789,"S"
"169",0.455172413793103,0.210526315789474,"S"
"170",0.455172413793103,0.236842105263158,"S"
"171",0.455172413793103,0.263157894736842,"S"
"172",0.455172413793103,0.289473684210526,"S"
"173",0.455172413793103,0.315789473684211,"S"
